id,stop_id,text,category,severity,timestamp,submitted_by,resolved
GRIEVANCE_00256,STOP_0036,Information board text is too small,,2,2026-03-27T22:52:47.839182,USER_9234,False
GRIEVANCE_00258,STOP_0010,"Accessible restroom locked, I couldn't use it",,4,2026-03-27T13:10:47.839182,USER_1674,False
GRIEVANCE_00259,STOP_0002,"Staff not available, I needed help with my walker",,5,2026-04-01T07:29:47.839182,USER_7825,False
GRIEVANCE_00260,STOP_0002,"No audio announcements, deaf users can't know route info",,5,2026-03-28T06:31:47.839182,USER_5012,False
GRIEVANCE_00261,STOP_0044,Audio signals are not working at the crossing,,3,2026-02-11T15:57:47.839182,USER_8202,False
GRIEVANCE_00262,STOP_0030,"Muddy area, tactile guide is covered",,5,2026-03-22T17:33:47.839182,USER_6658,False
GRIEVANCE_00263,STOP_0009,"Muddy area, tactile guide is covered",,3,2026-02-27T06:19:47.839182,USER_8642,True
GRIEVANCE_00264,STOP_0029,No seating in waiting area,,5,2025-11-11T14:31:47.839182,USER_7850,False
GRIEVANCE_00265,STOP_0011,"Staff not available, I needed help with my walker",,3,2026-03-15T12:33:47.839182,USER_9163,False
GRIEVANCE_00266,STOP_0030,"Tactile pavement is missing, blind users can't navigate",,5,2026-01-05T04:14:47.839182,USER_9281,False
GRIEVANCE_00267,STOP_0016,"No audio announcements, deaf users can't know route info",,5,2026-01-16T14:16:47.839182,USER_8710,False
GRIEVANCE_00269,STOP_0028,No seating in waiting area,,4,2025-12-25T12:36:47.839182,USER_1741,False
GRIEVANCE_00270,STOP_0037,"Tactile pavement is missing, blind users can't navigate",,5,2026-01-19T06:31:47.839182,USER_9261,False
GRIEVANCE_00271,STOP_0036,"Very dark at night, feels unsafe",,3,2026-03-27T10:52:47.839182,USER_2584,False
GRIEVANCE_00272,STOP_0022,"Accessible restroom locked, I couldn't use it",,5,2026-01-19T17:25:47.839182,USER_7576,False
GRIEVANCE_00273,STOP_0003,"Audio alert is too quiet, can't hear it",,3,2026-01-12T04:46:47.839182,USER_9446,True
GRIEVANCE_00274,STOP_0040,"No audio announcements, deaf users can't know route info",,5,2026-01-27T09:00:47.839182,USER_6511,False
GRIEVANCE_00275,STOP_0033,"No ramp at entrance, very difficult for wheelchair users",,4,2026-03-11T22:43:47.839182,USER_6427,False
GRIEVANCE_00276,STOP_0027,"Accessible restroom locked, I couldn't use it",,5,2026-04-13T09:14:47.839182,USER_5350,False
GRIEVANCE_00277,STOP_0050,No staff during night shifts when I arrive,,5,2025-12-16T12:16:47.839182,USER_3793,False
GRIEVANCE_00278,STOP_0047,"Restroom is not accessible, door too narrow",,2,2026-01-23T18:05:47.839182,USER_2800,True
GRIEVANCE_00279,STOP_0029,"Staff not available, I needed help with my walker",,5,2025-11-26T02:57:47.839182,USER_9221,False
GRIEVANCE_00280,STOP_0031,"Crowded seating area, people with crutches can't sit",,3,2025-11-03T11:21:47.839182,USER_6325,False
GRIEVANCE_00281,STOP_0031,Information board text is too small,,4,2026-01-06T18:42:47.839182,USER_9950,False
GRIEVANCE_00282,STOP_0050,"Platform is at an angle, difficult for mobility users",,5,2026-04-11T10:04:47.839182,USER_8932,True
GRIEVANCE_00283,STOP_0016,"No audio announcements, deaf users can't know route info",,5,2026-01-02T20:32:47.839182,USER_4396,False
GRIEVANCE_00284,STOP_0032,"Platform is at an angle, difficult for mobility users",,4,2026-01-16T07:12:47.839182,USER_2996,False
GRIEVANCE_00285,STOP_0035,"Only one bench, not enough seating for elderly users",,4,2026-01-28T01:02:47.839182,USER_1689,False
GRIEVANCE_00286,STOP_0046,"Steps at entrance, no alternative for disabled",,3,2026-02-09T09:29:47.839182,USER_4310,False
GRIEVANCE_00287,STOP_0018,"Very dark at night, feels unsafe",,5,2026-04-14T21:21:47.839182,USER_4920,False
GRIEVANCE_00289,STOP_0015,"Muddy area, tactile guide is covered",,5,2025-10-31T16:39:47.839182,USER_8739,True
GRIEVANCE_00290,STOP_0050,"Steps at entrance, no alternative for disabled",,5,2026-03-07T18:39:47.839182,USER_4267,False
GRIEVANCE_00291,STOP_0019,"Tactile pavement is missing, blind users can't navigate",,5,2026-04-01T15:11:47.839182,USER_4804,False
GRIEVANCE_00292,STOP_0047,"No information board about routes, very confusing",,2,2025-10-27T18:39:47.839182,USER_7504,False
GRIEVANCE_00295,STOP_0001,"Muddy area, tactile guide is covered",,4,2026-03-21T17:12:47.839182,USER_8444,False
GRIEVANCE_00296,STOP_0035,"Platform is at an angle, difficult for mobility users",,3,2025-11-22T05:42:47.839182,USER_2845,False
GRIEVANCE_00297,STOP_0047,"No ramp at entrance, very difficult for wheelchair users",,5,2025-12-23T11:24:47.839182,USER_6523,False
GRIEVANCE_00298,STOP_0037,No seating in waiting area,,5,2025-12-06T18:52:47.839182,USER_9442,False
GRIEVANCE_00299,STOP_0026,"Muddy area, tactile guide is covered",,3,2025-12-04T17:43:47.839182,USER_1111,False
GRIEVANCE_00300,STOP_0016,No staff during night shifts when I arrive,,5,2025-12-25T23:32:47.839182,USER_1187,False
